"County","Domain","Subdomain","Element","Item","Value","Unit","Year","Source","Flag"
"West Pokot","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.65","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Uasin Gishu","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Uasin Gishu","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Uasin Gishu","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Uasin Gishu","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Baringo","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.72269005","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Baringo","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.92","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Baringo","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","1.11138088","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Baringo","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.71715976","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Bungoma","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","1.09591422","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Bungoma","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.97","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Bungoma","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","1.03442754","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Bungoma","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.51121212","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
